Phrase1	Person1	Personimg1	Audio1	Hint1	trans1	Phrase2	Person2	Personimg2	Audio2	Hint2	trans2	Note	Intro	Image	Tagimg	Taglogo	Tagtalk	Tags	Adio1toexport	Adio2toexport	1685	10	0	Tags
I think the cell phone has really changed our lives. People can talk wherever they are, which means they can always be in touch with each other	Justin	<img src='Justin10.png' />	[sound:Level-C1-1619843230.mp3]	I   t_i_k   t_e   c_l_   p_o_e   <br>h_s   r_a_l_   c_a_g_d   <br>o_r   l_v_s.   P_o_l_   c_n   <br>t_l_   w_e_e_e_   t_e_   a_e,   w_i_h   m_a_s   t_e_   c_n   a_w_y_   b_   i_   t_u_h   w_t_   e_c_   o_h_r   	Eu acho que o celular realmente mudou nossas vidas. As pessoas podem conversar onde quer que estejam, o que significa que sempre podem estar em contato umas com as outras	Absolutely! Because of cell phones and also the internet, families are being brought together	Ana	<img src=Ana10.png />	[sound:Level-C1-1188791735.mp3]	A_s_l_t_l_!   B_c_u_e   o_   c_l_   <br>p_o_e_   a_d   a_s_   <br>t_e   i_t_r_e_,   f_m_l_e_   <br>a_e   b_i_g   b_o_g_t   t_g_t_e_   	Absolutamente! Por causa dos telefones celulares e também da Internet, as famílias estão sendo reunidas		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses 	Level-C1-1619843230.mp3	Level-C1-1188791735.mp3				
I saw some really useful cooking utensils on Walmart's online store. Why do you think people create or invent new products? 	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-88889653.mp3]	I   s_w   s_m_   r_a_l_   u_e_u_   <br>c_o_i_g   u_e_s_l_   o_   <br>W_l_a_t's   o_l_n_   s_o_e.   <br>W_y   d_   y_u   t_i_k   p_o_l_   c_e_t_   o_   i_v_n_   n_w   p_o_u_t_?      	Vi alguns utensílios de cozinha realmente úteis na loja online do Walmart. Por que você acha que as pessoas criam ou inventam novos produtos?	People have varied goals when trying to create new products. Some want to help protect people's health, make daily life easier, make life more enjoyable, among others. But most of the people want to profit when trying to invent new objects	Matthew	<img src=Matthew10.png />	[sound:Level-C1-1360959059.mp3]	P_o_l_   h_v_   v_r_e_   g_a_s   <br>w_e_   t_y_n_   t_   c_e_t_   <br>n_w   p_o_u_t_.   S_m_   <br>w_n_   t_   h_l_   p_o_e_t   p_o_l_'_   h_a_t_,   m_k_   d_i_y   l_f_   e_s_e_,   m_k_   l_f_   m_r_   e_j_y_b_e,   a_o_g   o_h_r_.   B_t   m_s_   o_   t_e   p_o_l_   w_n_   t_   p_o_i_   w_e_   t_y_n_   t_   i_v_n_   n_w   o_j_c_s   	As pessoas têm objetivos variados ao tentar criar novos produtos. Alguns querem ajudar a proteger a saúde das pessoas, facilitar a vida cotidiana, tornar a vida mais agradável, entre outros. Mas a maioria das pessoas quer lucrar ao tentar inventar novos objetos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses 	Level-C1-88889653.mp3	Level-C1-1360959059.mp3				
You've been down lately. What's going on? 	Salli	<img src='Salli10.png' />	[sound:Level-C1-185528359.mp3]	Y_u'v_   b_e_   d_w_   l_t_l_.   <br>W_a_'_   g_i_g   o_?      <br>	Você está triste ultimamente. O que está acontecendo?	Well, our team lost the championship, which depressed me and my friends. That's the reason why I've been sad	Justin	<img src=Justin10.png />	[sound:Level-C1-788163837.mp3]	W_l_,   o_r   t_a_   l_s_   t_e   <br>c_a_p_o_s_i_,   w_i_h   <br>d_p_e_s_d   m_   a_d   m_   f_i_n_s.   <br>T_a_'_   t_e   r_a_o_   w_y   I'v_   b_e_   s_d   	Bem, nossa equipe perdeu o campeonato, o que deprimiu a mim e aos meus amigos. Essa é a razão pela qual estou triste		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses 	Level-C1-185528359.mp3	Level-C1-788163837.mp3				
Tom sent me a nice birthday card, which surprised me since he usually doesn't do anything special for people's birthday	Ana	<img src='Ana10.png' />	[sound:Level-C1-701643254.mp3]	T_m   s_n_   m_   a   n_c_   b_r_h_a_   <br>c_r_,   w_i_h   s_r_r_s_d   <br>m_   s_n_e   h_   u_u_l_y   <br>d_e_n't   d_   a_y_h_n_   s_e_i_l   f_r   p_o_l_'_   b_r_h_a_   	Tom me enviou um belo cartão de aniversário, o que me surpreendeu, pois ele geralmente não faz nada de especial no aniversário das pessoas	Tom has changed since he broke up with his girlfriend. I heard she didn't use to let him hang out with his friends	John	<img src=John10.png />	[sound:Level-C1-2099987949.mp3]	T_m   h_s   c_a_g_d   s_n_e   h_   <br>b_o_e   u_   w_t_   h_s   <br>g_r_f_i_n_.   I   h_a_d   <br>s_e   d_d_'_   u_e   t_   l_t   h_m   h_n_   o_t   w_t_   h_s   f_i_n_s   	Tom mudou desde que terminou com a namorada. Ouvi dizer que ela não costumava deixá-lo sair com seus amigos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses ♚	Level-C1-701643254.mp3	Level-C1-2099987949.mp3				
You've improved your grades in Physics. What have you been doing? 	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-1681372512.mp3]	Y_u'v_   i_p_o_e_   y_u_   g_a_e_   <br>i_   P_y_i_s.   W_a_   <br>h_v_   y_u   b_e_   d_i_g?   <br>   	Você melhorou suas notas em Física. O que você tem feito?	I've had a private tutor for the past few months, which has resulted in better grades for me	Justin	<img src=Justin10.png />	[sound:Level-C1-2029619779.mp3]	I'v_   h_d   a   p_i_a_e   t_t_r   <br>f_r   t_e   p_s_   f_w   <br>m_n_h_,   w_i_h   h_s   r_s_l_e_   <br>i_   b_t_e_   g_a_e_   f_r   m_   	Eu tive um professor particular nos últimos meses, o que resultou em melhores notas para mim		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses 	Level-C1-1681372512.mp3	Level-C1-2029619779.mp3				
What can be done with old newspapers? 	Eva	<img src='Eva10.png' />	[sound:Level-C1-2044894543.mp3]	W_a_   c_n   b_   d_n_   w_t_   <br>o_d   n_w_p_p_r_?      	O que pode ser feito com jornais antigos?	You can put old newspapers at the bottom of a birdcage so it's easier to clean	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-2115188218.mp3]	Y_u   c_n   p_t   o_d   n_w_p_p_r_   <br>a_   t_e   b_t_o_   <br>o_   a   b_r_c_g_   s_   i_'_   <br>e_s_e_   t_   c_e_n   	Você pode colocar jornais velhos na parte debaixo de uma gaiola para facilitar a limpeza		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses 	Level-C1-2044894543.mp3	Level-C1-2115188218.mp3				
What's on your sweater? Is it cat hair? 	Eva	<img src='Eva10.png' />	[sound:Level-C1-1611220126.mp3]	W_a_'_   o_   y_u_   s_e_t_r?   <br>I_   i_   c_t   h_i_?      <br>	O que há no seu suéter? É pêlo de gato?	Yes, it is. I have three cats, which means there's usually a lot of cat fur on my clothes	Salli	<img src=Salli10.png />	[sound:Level-C1-1183604940.mp3]	Y_s,   i_   i_.   I   h_v_   t_r_e   <br>c_t_,   w_i_h   m_a_s   <br>t_e_e's   u_u_l_y   a   l_t   <br>o_   c_t   f_r   o_   m_   c_o_h_s   	Sim, é. Eu tenho três gatos, o que significa que geralmente há muito pêlo de gato nas minhas roupas		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥16-Ideas-that-work ⚑Relative-Clauses 	Level-C1-1611220126.mp3	Level-C1-1183604940.mp3				
What's a typical pet in your hometown? 	Justin	<img src='Justin10.png' />	[sound:Level-C1-914052563.mp3]	W_a_'_   a   t_p_c_l   p_t   i_   <br>y_u_   h_m_t_w_?      	Como é um animal de estimação típico em sua cidade natal?	People mostly have dogs. For the most part, they're small dogs because the apartments in my city aren't too big	Matthew	<img src=Matthew10.png />	[sound:Level-C1-1422536671.mp3]	P_o_l_   m_s_l_   h_v_   d_g_.   <br>F_r   t_e   m_s_   p_r_,   <br>t_e_'_e   s_a_l   d_g_   b_c_u_e   <br>t_e   a_a_t_e_t_   i_   m_   c_t_   a_e_'_   t_o   b_g   	As pessoas têm principalmente cães. Na maioria das vezes, são cães pequenos, porque os apartamentos da minha cidade não são tão grandes		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception 	Level-C1-914052563.mp3	Level-C1-1422536671.mp3				
You're Brazilian but you lived in Japan for 5 years. Could you mention a contrast between Brazil and Japan? 	Matthew	<img src='Matthew10.png' />	[sound:Level-C1-1479065853.mp3]	Y_u'r_   B_a_i_i_n   b_t   y_u   <br>l_v_d   i_   J_p_n   f_r   <br>5   y_a_s.   C_u_d   y_u   <br>m_n_i_n   a   c_n_r_s_   b_t_e_n   B_a_i_   a_d   J_p_n?      	Você é brasileira, mas viveu no Japão por 5 anos. Você poderia mencionar um contraste entre o Brasil e o Japão?	Sure. While the typical Brazilian person thinks school is boring, the typical Japanese person doesn't 	Kendra	<img src=Kendra10.png />	[sound:Level-C1-1926251570.mp3]	S_r_.   W_i_e   t_e   t_p_c_l   <br>B_a_i_i_n   p_r_o_   t_i_k_   <br>s_h_o_   i_   b_r_n_,   t_e   <br>t_p_c_l   J_p_n_s_   p_r_o_   d_e_n't      	Claro. Enquanto o brasileiro típico pensa que a escola é chata, o japonês típico não		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception ♚	Level-C1-1479065853.mp3	Level-C1-1926251570.mp3				
Unlike most people, I've never shopped online, I don't want a hacker to get my credit card information	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-387830948.mp3]	U_l_k_   m_s_   p_o_l_,   I'v_   <br>n_v_r   s_o_p_d   o_l_n_,   <br>I   d_n't   w_n_   a   h_c_e_   <br>t_   g_t   m_   c_e_i_   c_r_   i_f_r_a_i_n   	Ao contrário da maioria das pessoas, nunca comprei online, não quero que um hacker obtenha as informações do meu cartão de crédito	Grandma, I've already told you this before but I'm going to repeat it. There's no harm in shopping online, you just need to be selective about the online stores you shop on	Justin	<img src=Justin10.png />	[sound:Level-C1-1967093175.mp3]	G_a_d_a,   I'v_   a_r_a_y   t_l_   <br>y_u   t_i_   b_f_r_   <br>b_t   I'm   g_i_g   t_   r_p_a_   <br>i_.   T_e_e's   n_   h_r_   i_   s_o_p_n_   o_l_n_,   y_u   j_s_   n_e_   t_   b_   s_l_c_i_e   a_o_t   t_e   o_l_n_   s_o_e_   y_u   s_o_   o_   	Vovó, eu já te disse isso, mas vou repetir. Não há nenhum mal em comprar on-line, você só precisa ser seletiva com relação às lojas on-line em que faz compras		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception 	Level-C1-387830948.mp3	Level-C1-1967093175.mp3				
I've got to say that I'm not happy with your going to the principal's office. Why on Earth did you start a fight with the teacher? 	John	<img src='John10.png' />	[sound:Level-C1-1030975374.mp3]	I'v_   g_t   t_   s_y   t_a_   <br>I'm   n_t   h_p_y   w_t_   <br>y_u_   g_i_g   t_   t_e   p_i_c_p_l's   <br>o_f_c_.   W_y   o_   E_r_h   d_d   y_u   s_a_t   a   f_g_t   w_t_   t_e   t_a_h_r?      	Eu tenho que dizer que não estou feliz com a sua ida à sala do diretor. Por que cargas d'água você começou uma briga com o professor?	Mr. Lane said everyone in the school, except for the basketball team, must attend classes this afternoon. It's so unfair!	Justin	<img src=Justin10.png />	[sound:Level-C1-1493386413.mp3]	M_.   L_n_   s_i_   e_e_y_n_   <br>i_   t_e   s_h_o_,   e_c_p_   <br>f_r   t_e   b_s_e_b_l_   t_a_,   <br>m_s_   a_t_n_   c_a_s_s   t_i_   a_t_r_o_n.   I_'_   s_   u_f_i_!   	O Sr. Lane disse que todos na escola, exceto o time de basquete, devem assistir às aulas esta tarde. É tão injusto!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception 	Level-C1-1030975374.mp3	Level-C1-1493386413.mp3				
While most people in Korea who study a foreign language choose English, students from the US choose Spanish as a foreign language 	Eva	<img src='Eva10.png' />	[sound:Level-C1-954687840.mp3]	W_i_e   m_s_   p_o_l_   i_   K_r_a   <br>w_o   s_u_y   a   f_r_i_n   <br>l_n_u_g_   c_o_s_   E_g_i_h,   <br>s_u_e_t_   f_o_   t_e   U_   c_o_s_   S_a_i_h   a_   a   f_r_i_n   l_n_u_g_      	Enquanto a maioria das pessoas na Coréia que estuda um idioma estrangeiro escolhe o inglês, os estudantes dos EUA escolhem o espanhol como idioma estrangeiro	It's pretty common for Koreans to learn English in school. They realize the importance of speaking the lingua franca	Matthew	<img src=Matthew10.png />	[sound:Level-C1-548571362.mp3]	I_'_   p_e_t_   c_m_o_   f_r   <br>K_r_a_s   t_   l_a_n   E_g_i_h   <br>i_   s_h_o_.   T_e_   r_a_i_e   <br>t_e   i_p_r_a_c_   o_   s_e_k_n_   t_e   l_n_u_   f_a_c_   	É muito comum os coreanos aprenderem inglês na escola. Eles percebem a importância de falar a língua franca		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception 	Level-C1-954687840.mp3	Level-C1-548571362.mp3				
In contrast to women in Spain who kiss people on both cheeks when they meet, women in the US greet people only by shaking hands	Salli	<img src='Salli10.png' />	[sound:Level-C1-362433318.mp3]	I_   c_n_r_s_   t_   w_m_n   i_   <br>S_a_n   w_o   k_s_   p_o_l_   <br>o_   b_t_   c_e_k_   w_e_   <br>t_e_   m_e_,   w_m_n   i_   t_e   U_   g_e_t   p_o_l_   o_l_   b_   s_a_i_g   h_n_s   	Ao contrário das mulheres na Espanha que beijam as pessoas nas duas bochechas quando se encontram, as mulheres nos EUA cumprimentam as pessoas apenas apertando as mãos	Well, this is a matter of culture. There are plenty of ways of greeting people around the world. We'll find some of them weird because we're not used to them	Ana	<img src=Ana10.png />	[sound:Level-C1-865445900.mp3]	W_l_,   t_i_   i_   a   m_t_e_   <br>o_   c_l_u_e.   T_e_e   <br>a_e   p_e_t_   o_   w_y_   o_   <br>g_e_t_n_   p_o_l_   a_o_n_   t_e   w_r_d.   W_'_l   f_n_   s_m_   o_   t_e_   w_i_d   b_c_u_e   w_'_e   n_t   u_e_   t_   t_e_   	Bem, isso é uma questão de cultura. Existem muitas maneiras de cumprimentar as pessoas ao redor do mundo. Nós acharemos algumas delas estranhas porque não estamos acostumados		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception ♚	Level-C1-362433318.mp3	Level-C1-865445900.mp3				
Why can't I go out at night whereas Justin can stay out late? 	Eva	<img src='Eva10.png' />	[sound:Level-C1-1347590773.mp3]	W_y   c_n't   I   g_   o_t   a_   <br>n_g_t   w_e_e_s   J_s_i_   <br>c_n   s_a_   o_t   l_t_?   <br>   	Por que não posso sair à noite, enquanto Justin pode ficar fora até tarde?	Eva, children aren't supposed to be out at night. They're supposed to be home with their families. Besides, who said Justin can stay out late? 	John	<img src=John10.png />	[sound:Level-C1-229483984.mp3]	E_a,   c_i_d_e_   a_e_'_   s_p_o_e_   <br>t_   b_   o_t   a_   <br>n_g_t.   T_e_'_e   s_p_o_e_   <br>t_   b_   h_m_   w_t_   t_e_r   f_m_l_e_.   B_s_d_s,   w_o   s_i_   J_s_i_   c_n   s_a_   o_t   l_t_?      	Eva, as crianças não devem sair à noite. Eles devem ficar em casa com suas famílias. Além disso, quem disse que Justin pode ficar fora até tarde?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥17-What's-typical? ⚑Clauses:-contrast-and-exception 	Level-C1-1347590773.mp3	Level-C1-229483984.mp3				
